"userId","movieId","model2_ratings","rating"
429,22,4.15857323928788,4
429,150,4.39956241945789,5
429,161,4.27730655439026,5
429,165,4.1568298678347,4
429,218,4.27437567885954,4
429,222,4.10952857706589,4
429,225,4.14261337222988,4
429,227,3.9446872739039,3
429,343,4.18413760963578,3
429,349,4.12408460299589,3
429,351,4.15149329667401,4
429,420,3.61077497499634,2
429,421,4.20408446725932,4
429,432,3.7136536529019,3
429,434,3.82659178897224,4
429,468,4.17679155330283,3
429,588,4.1374490940224,5
429,590,4.32380982833973,5
429,592,3.78394087413105,5
429,595,4.19739055337502,5
429,48,3.91619565368419,4
429,60,4.25976296046159,4
429,151,4.40171655750474,4
429,168,3.9995187608939,5
429,169,4.05197275591649,3
429,185,3.87608950241831,5
429,186,4.00294139303988,4
429,195,4.25759901724126,4
429,204,3.61894155857282,4
429,207,4.30292772810498,5
429,208,3.54602937776509,3
429,234,3.67884265575063,2
429,236,4.06697678851011,4
429,237,4.12047223107857,4
429,252,4.18075274484454,5
429,256,3.98257857986732,4
429,257,4.28610969394132,4
429,261,4.36603436792531,5
429,266,3.98224023662195,4
429,270,4.27860961798978,5
429,274,4.24448784134101,4
429,276,3.93133342722542,3
429,279,4.20012825162552,3
429,281,4.27402782955731,4
429,282,4.13469319259218,4
429,289,4.19108162016972,5
429,292,4.09947613568826,5
429,294,4.19449706042427,3
429,300,3.94319133999168,4
429,315,3.88599983346228,4
429,316,3.74574995197541,3
429,317,4.00272173487696,5
429,329,3.89114518635228,3
429,339,4.18777688418602,5
429,380,4.08145550721555,5
429,381,4.21944600983488,4
429,553,4.28512090818904,3
429,164,4.21239539306852,3
107,1,4.63257891325032,4
107,2,4.28850385986037,5
107,5,3.61029211694143,4
107,11,4.41072727587061,5
107,62,4.53197417501116,5
107,104,3.81515468999939,3
107,105,4.03929657775022,4
107,140,4.0500847937285,4
107,141,4.15990060553778,5
191,1,4.66769695198965,4
191,6,4.23648581044039,4
191,16,4.2616112585371,4
191,17,4.26721925436905,5
191,21,3.41191521317432,4
191,25,4.18256332543951,5
191,32,4.68117659762406,5
191,36,4.03873204514133,5
191,52,3.7943571960735,5
191,58,4.2542689932767,4
191,85,4.08246052593536,5
191,94,3.94790684493248,4
191,95,2.94478453043828,3
191,99,4.1127477681422,5
191,111,4.57235569900089,5
191,140,3.6594029924199,3
191,494,3.68587385760623,3
191,581,4.11128174375106,5
191,608,4.3007369310444,5
191,668,4.1127477681422,5
191,720,4.43648821301002,5
191,34,4.47099155325542,4
191,39,2.47440920242321,1
191,72,3.91087629636475,4
191,110,5.41851083789508,3
191,144,3.82169731497271,4
191,148,4.1127477681422,5
191,150,4.0891899590393,2
191,153,1.64039677124176,1
191,155,3.91130625909077,4
191,158,3.2246100128348,2
191,159,3.17820550412942,1
191,160,2.28925126390471,1
191,161,3.83999494409378,2
191,162,4.1127477681422,5
191,175,4.38463445566712,5
191,213,4.02778015538681,5
191,215,3.81318751101016,4
191,223,4.74651087260378,5
191,224,3.54477653923298,4
191,229,3.93811307292486,5
191,230,4.04479171440089,4
191,235,3.87288974983956,5
191,236,3.20366429355726,3
191,237,3.23730297610284,1
191,246,4.57626652068707,5
191,347,3.99812544658427,5
191,348,3.56795457139676,5
191,417,3.82802424531259,4
191,427,2.93971223975611,1
191,468,3.60464274825744,3
191,47,4.28433880571821,4
191,50,5.27575072804626,5
191,151,4.27947361902137,4
191,178,3.30526188103241,1
191,193,1.91746911064786,2
191,194,3.76834218888673,5
191,208,0.775172231706527,1
191,261,4.13466250525311,4
191,265,4.49384144638529,5
191,269,3.7090048245873,3
191,272,4.15642266300335,5
191,281,3.84240761425237,4
191,282,3.38074313744241,3
191,283,3.7857136201784,4
191,288,2.16287662808539,3
191,292,2.64254101331405,1
191,293,3.70905230187488,5
191,296,4.55408834867884,5
191,299,4.12480236561577,5
191,300,3.47761310116161,4
191,303,3.25766934381472,1
191,306,4.23620221550863,5
191,307,4.23357098140601,5
191,308,4.23357098140601,5
191,312,3.07797810862269,1
191,314,4.13501529511639,4
191,316,1.87060583699001,1
191,318,5.81077128621381,4
191,319,3.99544835866686,4
191,337,4.62666669985674,5
191,339,3.13019395779216,1
191,380,2.82576006346911,3
191,496,4.1127477681422,5
191,673,3.97588583907833,5
99,10,3.88847690623549,4
99,22,4.24339046467444,4
99,23,4.37115276838517,4
99,122,4.09966748106817,4
99,145,3.9208916059566,4
99,150,4.635127762839,5
99,153,3.7650520878512,5
99,160,3.55268820716637,2
99,161,4.42609617840131,3
99,163,3.86975244498085,5
99,165,4.25454326155713,5
99,225,4.23838382688439,5
99,227,3.86864666372851,3
99,228,4.12610945294747,3
99,231,3.38942177861323,5
99,344,3.67902088673616,5
99,349,4.19406894126994,5
99,413,3.63324186951923,3
99,416,4.01639477590881,4
99,420,3.2420309834244,2
99,434,3.77956972865533,3
99,435,3.15056772316038,2
99,588,4.16814982030284,5
99,592,3.62786113721783,4
99,168,4.00014702583065,5
99,196,3.40382022449091,2
99,234,3.35862627270229,2
99,236,4.10870801773367,5
99,248,4.01775348007462,3
99,252,4.26770113367367,5
99,253,3.78355489349889,4
99,256,3.93783858744843,4
99,257,4.43798698259405,5
99,259,4.1487446569297,3
99,266,3.93172843302403,4
99,276,3.83696142607252,4
99,281,4.41817416261173,5
99,282,4.22665463840263,4
99,288,3.30107046238675,3
99,292,4.24807453003964,5
99,293,4.09651314135513,5
99,296,4.13927606757677,5
99,315,3.73097377842808,3
99,318,4.99303327838747,5
99,325,4.05390074375625,2
99,204,3.26931937305277,1
99,312,3.7425240191609,1
99,316,3.62468328285256,2
99,333,4.59183911553849,5
99,337,4.43056873727589,5
99,339,4.36328696876949,5
99,380,4.20321552774575,5
99,555,4.10112676088322,4
54,150,3.25323111167769,3
54,296,3.19338228028459,3
54,590,3.20491002542484,3
54,592,2.97791898519422,3
54,1,3.33703174322305,3
54,588,3.14751059294411,3
54,161,3.16760380202777,3
54,318,3.414831360449,4
54,329,2.99785792745775,3
54,339,3.11914200654331,3
54,595,3.15685291321649,3
54,32,3.25848029504381,3
54,205,3.15556856696037,3
54,110,3.37739441374927,3
54,194,3.13374377458043,3
54,288,2.89328183257901,3
54,17,3.20282908414782,3
54,50,3.32495944490037,3
35,150,4.47309410059047,5
35,592,3.70923620404405,4
35,316,3.5832101800343,3
35,595,4.29411087426807,3
35,231,3.32883376746126,3
35,339,4.20562298703375,5
35,21,4.06900206058937,5
35,300,3.97347806288013,4
35,185,3.83422163130368,5
35,39,3.68546331275502,3
35,266,4.00800019339413,2
35,11,4.53291021602815,4
35,50,4.87231466875218,5
35,236,4.09807138880285,4
35,235,4.31816624719271,4
35,261,4.47566072518407,5
35,62,4.6561718512543,5
35,237,4.1456173418742,3
35,222,4.18702316395815,4
35,60,4.34199217616041,5
35,342,4.23558090907102,4
35,590,4.42031688066718,5
35,252,4.24871831840925,4
468,590,3.7203394189956,5
468,150,3.79181064840949,5
468,296,3.65983714827839,3
468,380,3.42348712437042,4
468,592,3.13046867749255,3
468,153,3.09231984955967,3
468,344,2.96145787095391,3
468,349,3.50280662492053,2
468,588,3.5301450711784,3
468,1,3.9967485864494,4
468,165,3.51871709271861,3
468,318,4.17636826735147,3
468,595,3.60675634987062,5
468,161,3.65811526709479,2
468,231,2.83591209098514,2
468,434,3.14836543649545,3
468,208,2.83146288624245,3
468,253,3.25718739812026,4
468,292,3.4314623223563,4
468,300,3.35544714159492,4
468,225,3.50798967632085,4
468,32,3.87045354966149,4
468,110,4.10848875306293,4
468,185,3.22475509717634,3
468,288,2.97790410880556,2
468,39,3.11282667368696,5
468,266,3.35404866227004,4
468,317,3.38077120327164,3
468,410,3.03537740941664,3
468,47,3.80909907634101,5
