"userId","movieId","user_avg","movie_avg","global_avg","rating"
429,22,3.98275862068966,3.5,3.579625,4
429,150,3.98275862068966,3.95121951219512,3.579625,5
429,161,3.98275862068966,3.78787878787879,3.579625,5
429,165,3.98275862068966,3.62857142857143,3.579625,4
429,218,3.98275862068966,3.7,3.579625,4
429,222,3.98275862068966,3.75,3.579625,4
429,225,3.98275862068966,3.64285714285714,3.579625,4
429,227,3.98275862068966,3.15384615384615,3.579625,3
429,343,3.98275862068966,3.33333333333333,3.579625,3
429,349,3.98275862068966,3.66176470588235,3.579625,3
429,351,3.98275862068966,3.57142857142857,3.579625,4
429,420,3.98275862068966,2.96428571428571,3.579625,2
429,421,3.98275862068966,3.5,3.579625,4
429,432,3.98275862068966,3.03333333333333,3.579625,3
429,434,3.98275862068966,3.203125,3.579625,4
429,468,3.98275862068966,3.375,3.579625,3
429,588,3.98275862068966,3.70588235294118,3.579625,5
429,590,3.98275862068966,3.84810126582278,3.579625,5
429,592,3.98275862068966,3.27272727272727,3.579625,5
429,595,3.98275862068966,3.76785714285714,3.579625,5
429,48,3.98275862068966,3.2,3.579625,4
429,60,3.98275862068966,3.84615384615385,3.579625,4
429,151,3.98275862068966,3.85,3.579625,4
429,168,3.98275862068966,3.42307692307692,3.579625,5
429,169,3.98275862068966,2.83333333333333,3.579625,3
429,185,3.98275862068966,3.34545454545455,3.579625,5
429,186,3.98275862068966,3.28571428571429,3.579625,4
429,195,3.98275862068966,3.83333333333333,3.579625,4
429,204,3.98275862068966,2.73684210526316,3.579625,4
429,207,3.98275862068966,4,3.579625,5
429,208,3.98275862068966,2.78947368421053,3.579625,3
429,234,3.98275862068966,2.45454545454545,3.579625,2
429,236,3.98275862068966,3.56666666666667,3.579625,4
429,237,3.98275862068966,3.5,3.579625,4
429,252,3.98275862068966,3.66666666666667,3.579625,5
429,256,3.98275862068966,3.33333333333333,3.579625,4
429,257,3.98275862068966,4,3.579625,4
429,261,3.98275862068966,4.04545454545455,3.579625,5
429,266,3.98275862068966,3.46341463414634,3.579625,4
429,270,3.98275862068966,3.66666666666667,3.579625,5
429,274,3.98275862068966,3.6,3.579625,4
429,276,3.98275862068966,3.3125,3.579625,3
429,279,3.98275862068966,3,3.579625,3
429,281,3.98275862068966,3.81818181818182,3.579625,4
429,282,3.98275862068966,3.5,3.579625,4
429,289,3.98275862068966,3.4,3.579625,5
429,292,3.98275862068966,3.55,3.579625,5
429,294,3.98275862068966,3,3.579625,3
429,300,3.98275862068966,3.54901960784314,3.579625,4
429,315,3.98275862068966,3.30769230769231,3.579625,4
429,316,3.98275862068966,3.24615384615385,3.579625,3
